MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP	MGI:3664438 	J:112392 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		cell fate determination			IMP	MGI:3039046 	J:108333 	
MGI:94867	Dbx1	developing brain homeobox 1	7		ventral spinal cord interneuron specification	happens in neural tube,results in a cell being specified to become interneuron		IMP	MGI:2182329 	J:70191 	
MGI:94891	Dhh	desert hedgehog	15		cell fate specification			IBA	PTN001726121 	J:265628 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment			ISO	O94907 	J:164563 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		negative regulation of mesodermal cell fate specification			ISO	O94907 	J:164563 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IDA		J:145669 	
MGI:1329040	Dkk1	dickkopf WNT signaling pathway inhibitor 1	19		regulation of endodermal cell fate specification			ISO	O94907 	J:164563 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		auditory receptor cell fate commitment			NAS		J:56415 J:60836 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		endothelial tip cell fate specification			IMP		J:192694 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		lateral inhibition			IDA		J:143172 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		lateral inhibition			IMP		J:177887 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		neuron fate specification			IDA		J:143172 	
MGI:104659	Dll1	delta like canonical Notch ligand 1	17		Notch signaling pathway involved in arterial endothelial cell fate commitment			IMP		J:148902 	
MGI:1096877	Dll3	delta like canonical Notch ligand 3	7		cell fate determination			NAS		J:42455 	
MGI:1859388	Dll4	delta like canonical Notch ligand 4	2		ventral spinal cord interneuron fate commitment			ISO	Q9NR61 	J:164563 	
MGI:94901	Dlx1	distal-less homeobox 1	2		cerebral cortex GABAergic interneuron fate commitment	happens in cerebral cortex,results in a cell's commitment to GABAergic neuron		IGI	MGI:94902 	J:132162 	
MGI:94902	Dlx2	distal-less homeobox 2	2		cerebral cortex GABAergic interneuron fate commitment	happens in cerebral cortex,results in a cell's commitment to GABAergic neuron		IGI	MGI:94901 	J:132162 	
MGI:2449470	Dmrt3	doublesex and mab-3 related transcription factor 3	19		ventral spinal cord interneuron specification	happens in spinal cord		IMP	MGI:4420993 	J:187218 	
MGI:2653629	Dmrta2	doublesex and mab-3 related transcription factor like family A2	4		neuron fate specification	results in a cell being specified to become embryonic stem cell		IMP		J:173231 	
MGI:1914549	Dock7	dedicator of cytokinesis 7	4		establishment of neuroblast polarity			ISO	Q96N67 	J:164563 	
MGI:894332	Ebf2	early B cell factor 2	14		cell fate determination	results in a cell's determination to become brown fat cell		IDA		J:198125 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		neuron fate specification			IMP	MGI:4418499 	J:212015 	
MGI:1335079	Elf5	E74-like factor 5	2		ectodermal cell fate commitment	happens in extraembryonic ectoderm		IGI	MGI:95456 	J:218169 	
MGI:1201683	Eomes	eomesodermin	9		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:1201683	Eomes	eomesodermin	9		endodermal cell fate specification			IBA	PTN002601220 	J:265628 	
MGI:1201683	Eomes	eomesodermin	9		endodermal cell fate specification			IMP	MGI:3774028 	J:168146 	
MGI:109169	Epas1	endothelial PAS domain protein 1	17		myoblast fate commitment			IMP		J:167144 	
MGI:2143991	Epop	elongin BC and polycomb repressive complex 2 associated protein	11		neuron fate commitment			IBA	PTN000573256 	J:265628 	
MGI:2143991	Epop	elongin BC and polycomb repressive complex 2 associated protein	11		neuron fate commitment			IDA		J:200240 	
MGI:2143991	Epop	elongin BC and polycomb repressive complex 2 associated protein	11		neuron fate commitment			IMP		J:200240 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		cell fate commitment	happens in pancreas body islets of Langerhans,has the participant type B pancreatic cell|happens in pancreas body islets of Langerhans,has the participant PP cell|happens in pancreas body islets of Langerhans,has the participant pancreatic D cell		IDA		J:80421 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of inner ear auditory receptor cell fate specification			IMP		J:245876 	
MGI:95456	Ets2	E26 avian leukemia oncogene 2, 3' domain	16		ectodermal cell fate commitment	happens in extraembryonic ectoderm		IGI	MGI:1335079 	J:218169 	
MGI:99253	Etv2	ets variant 2	7		BMP signaling pathway involved in mesodermal cell fate specification			IDA		J:155850 	
MGI:894663	Ext1	exostosin glycosyltransferase 1	15		cell fate commitment			IMP		J:160035 	
MGI:109344	Eya1	EYA transcriptional coactivator and phosphatase 1	1		cell fate commitment	happens in otic pit epithelium,has the participant neuroblast (sensu Vertebrata)		IMP	MGI:1857803 	J:98114 	
MGI:109344	Eya1	EYA transcriptional coactivator and phosphatase 1	1		cell fate commitment	happens in metanephric mesenchyme,has the participant mesenchymal stem cell		IMP	MGI:2150426 	J:100569 	
MGI:109344	Eya1	EYA transcriptional coactivator and phosphatase 1	1		mesodermal cell fate specification			IDA		J:129070 	
MGI:109344	Eya1	EYA transcriptional coactivator and phosphatase 1	1		neuron fate specification			IGI	MGI:102780 	J:184001 	
MGI:2449712	Fev	FEV transcription factor, ETS family member	1		neuron fate specification			IMP	MGI:2449922 	J:165266 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		commitment of neuronal cell to specific neuron type in forebrain	results in a cell's commitment to neuron of cerebral cortex		IGI	MGI:2679336 	J:192361 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		commitment of neuronal cell to specific neuron type in forebrain	happens in cortical layer V,results in a cell's commitment to CNS neuron (sensu Vertebrata)		IMP	MGI:3046867 	J:174743 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		commitment of neuronal cell to specific neuron type in forebrain	results in a cell's commitment to neuron of cerebral cortex		IMP	MGI:3525887 	J:192361 	
MGI:1859823	Fezf2	Fez family zinc finger 2	14		neuron fate determination	results in a cell's determination to become glutamatergic neuron,results in a cell's determination to become motor neuron		IDA		J:214959 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of cell fate specification			ISO	P09038 	J:139252 	
MGI:99604	Fgf8	fibroblast growth factor 8	19		cell fate commitment	happens in organ of Corti,has the participant pillar cell		IGI	MGI:1345138 	J:98303 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		muscle cell fate commitment	results in a cell's commitment to smooth muscle cell		IMP	MGI:1859647 MGI:3629660 	J:98521 	
MGI:109178	Fgf13	fibroblast growth factor 13	X	NOT	establishment of neuroblast polarity			IMP		J:186253 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		establishment of neuroblast polarity			IMP		J:186253 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		regulation of lateral mesodermal cell fate specification			IGI	MGI:1338938 	J:119568 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		cell fate commitment	happens in cerebral cortex,has the participant radial glial cell		IDA		J:94813 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		cell fate commitment			IMP	MGI:3629660 	J:114396 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		epithelial cell fate commitment	happens in small intestine,results in a cell's commitment to paneth cell		IMP	MGI:1931521 	J:151194 	
MGI:1341070	Fkbp8	FK506 binding protein 8	8		cell fate specification	has the participant neural tube,results in a cell being specified to become CNS neuron (sensu Vertebrata)		IMP	MGI:3042750 	J:89364 	
MGI:1341070	Fkbp8	FK506 binding protein 8	8		cell fate specification	has the participant neural tube		IMP	MGI:3042750 	J:138713 	
MGI:1347472	Foxa1	forkhead box A1	12		neuron fate specification	happens in midbrain,results in a cell being specified to become dopaminergic neuron		IGI	MGI:1347476 	J:124122 	
MGI:1347476	Foxa2	forkhead box A2	2		cell fate specification			IDA		J:130846 	
MGI:1347476	Foxa2	forkhead box A2	2		neuron fate specification	happens in midbrain,results in a cell being specified to become dopaminergic neuron		IGI	MGI:1347472 	J:124122 	
MGI:1347476	Foxa2	forkhead box A2	2		neuron fate specification	happens in future hindbrain,results in a cell being specified to become serotonergic neuron		IMP	MGI:2176222 MGI:2177337 	J:128441 	
MGI:1347481	Foxc2	forkhead box C2	8		paraxial mesodermal cell fate commitment			IMP	MGI:1857865 	J:39636 	
MGI:1347464	Foxg1	forkhead box G1	12		neuron fate determination	results in a cell's determination to become pyramidal neuron		IDA		J:188355 	
MGI:102949	Foxn1	forkhead box N1	11		T cell lineage commitment			IMP		J:207150 	
MGI:2151057	Foxn4	forkhead box N4	5		neuron fate commitment	has the participant future spinal cord,results in a cell's commitment to interneuron		IGI	MGI:96919 	J:100187 	
MGI:2151057	Foxn4	forkhead box N4	5		ventral spinal cord interneuron fate commitment			IMP		J:100187 J:128001 	
MGI:1891436	Foxp3	forkhead box P3	X		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:108570	Fzd7	frizzled class receptor 7	1		negative regulation of ectodermal cell fate specification			ISO	O75084 	J:164563 	
MGI:95639	Gap43	growth associated protein 43	16		cell fate commitment			IMP		J:96764 	
MGI:95655	Gas1	growth arrest specific 1	13		cell fate commitment	happens in neural tube floor plate		IGI	MGI:98297 	J:121553 	
MGI:95655	Gas1	growth arrest specific 1	13		cell fate commitment			IMP	MGI:2388397 	J:70735 	
MGI:95655	Gas1	growth arrest specific 1	13		cell fate commitment	happens in neural tube floor plate		IMP	MGI:3711070 	J:121553 	
MGI:95661	Gata1	GATA binding protein 1	X		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:95661	Gata1	GATA binding protein 1	X		eosinophil fate commitment			ISO	P15976 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:95662	Gata2	GATA binding protein 2	6		cell fate determination			IDA		J:70561 	
MGI:95662	Gata2	GATA binding protein 2	6		commitment of neuronal cell to specific neuron type in forebrain	happens in diencephalon		IMP	MGI:4818492 	J:188110 	
MGI:95662	Gata2	GATA binding protein 2	6		eosinophil fate commitment			ISO	P23769 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		neuron fate commitment	has the participant midbrain,results in a cell's commitment to GABAergic neuron|has the participant rhombomere 1,results in a cell's commitment to serotonergic neuron		IMP	MGI:4818492 	J:143527 	
MGI:95663	Gata3	GATA binding protein 3	2		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:95663	Gata3	GATA binding protein 3	2		cell fate determination	results in a cell's determination to become epidermal cell		IDA		J:85304 	
MGI:95664	Gata4	GATA binding protein 4	14		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:95664	Gata4	GATA binding protein 4	14		epithelial cell fate commitment	happens in jejunum,results in a cell's commitment to goblet cell		IMP	MGI:3053826 MGI:3526854 	J:117570 	
MGI:109497	Gata5	GATA binding protein 5	2		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:107516	Gata6	GATA binding protein 6	18		cell fate commitment			IBA	PTN000800998 	J:265628 	
MGI:107516	Gata6	GATA binding protein 6	18		endodermal cell fate determination			IDA		J:159322 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		neuron fate commitment	happens in spinal cord dorsal horn,results in a cell's commitment to GABAergic interneuron		IMP		J:201154 	
MGI:108045	Gcm1	glial cells missing homolog 1	9		astrocyte fate commitment	happens in brain,results in a cell's commitment to astrocyte		IDA		J:109989 	
MGI:95686	Gdf3	growth differentiation factor 3	6		regulation of cell fate commitment			ISO	Q9NR23 	J:164563 	
MGI:95690	Gdf7	growth differentiation factor 7	12		cell fate commitment	happens in future spinal cord neural crest,has the participant sensory neuron		IDA		J:99238 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		cell fate commitment	happens in crypt of lieberkuhn,has the participant paneth cell		IMP	MGI:2449921 	J:102106 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		negative regulation of cell fate specification	regulates a function/process that happens in crypt of lieberkuhn,regulates a cell's specification to goblet cell		IMP	MGI:2449921 	J:102106 	
MGI:103170	Gfi1	growth factor independent 1 transcription repressor	5		positive regulation of cell fate specification	regulates a function/process that happens in crypt of lieberkuhn,regulates a cell's specification to enteroendocrine cell		IMP	MGI:2449921 	J:102106 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	happens in future spinal cord,happens in motor neuron		IGI	MGI:95729 	J:92067 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		smoothened signaling pathway involved in ventral spinal cord interneuron specification	happens in future spinal cord,happens in interneuron		IGI	MGI:95729 	J:92067 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		neuron fate commitment	has the participant cerebral cortex,results in a cell's commitment to Cajal-Retzius cell		IMP	MGI:1856276 	J:103594 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	happens in future spinal cord,happens in motor neuron		IGI	MGI:95728 	J:92067 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		smoothened signaling pathway involved in ventral spinal cord interneuron specification	happens in future spinal cord,happens in interneuron		IGI	MGI:95728 	J:92067 	
MGI:2386723	Glis1	GLIS family zinc finger 1	4		negative regulation of cell fate commitment			IMP		J:273557 	
MGI:95841	Gsc	goosecoid homeobox	12		neural crest cell fate specification			ISO	P56915 	J:164563 	
MGI:95842	Gsx1	GS homeobox 1	5		neuron fate commitment	has the participant spinal cord,results in a cell's commitment to inhibitory interneuron		IGI	MGI:95843 	J:110261 	
MGI:95843	Gsx2	GS homeobox 2	5		neuron fate commitment	has the participant spinal cord,results in a cell's commitment to inhibitory interneuron		IGI	MGI:95842 	J:110261 	
MGI:95843	Gsx2	GS homeobox 2	5		neuron fate specification	happens in neural tube lateral wall,results in a cell being specified to become CNS interneuron		IMP	MGI:2150162 	J:98802 	
MGI:95843	Gsx2	GS homeobox 2	5		subpallium neuron fate commitment	happens in telencephalon,results in a cell's commitment to CNS neuron (sensu Vertebrata)		IMP	MGI:2150162 	J:66590 	
MGI:103577	Hand1	heart and neural crest derivatives expressed 1	11		cell fate determination			NAS		J:152657 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		cell fate commitment	happens in lung,has the participant club cell		IMP	MGI:2149672 	J:64088 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		lateral inhibition	has the participant nasal pit epithelium		IMP	MGI:2149672 	J:62024 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		negative regulation of cell fate determination	regulates a cell's commitment to auditory hair cell		IMP	MGI:2149672 	J:70081 	
MGI:104876	Hes5	hes family bHLH transcription factor 5	4		glial cell fate commitment	happens in retina,results in a cell's commitment to Mueller cell		IMP	MGI:2149674 	J:62537 	
MGI:1341884	Hey2	hairy/enhancer-of-split related with YRPW motif 2	10		cell fate commitment	has the participant pillar cell		IMP		J:144981 	
MGI:98505	Hnf1b	HNF1 homeobox B	11		endodermal cell fate specification			IMP	MGI:1857856 	J:139252 	
MGI:96174	Hoxa2	homeobox A2	6		cell fate commitment	happens in 2nd branchial arch mesenchyme derived from neural crest,has the participant mesenchymal stem cell		IMP	MGI:1857530 	J:16389 	
MGI:96174	Hoxa2	homeobox A2	6		cell fate commitment	happens in 2nd branchial arch mesenchyme derived from neural crest,has the participant mesenchymal stem cell		IMP	MGI:1857626 	J:16388 	
MGI:96174	Hoxa2	homeobox A2	6		cell fate determination	happens in 2nd branchial arch		IMP	MGI:2385711 	J:102845 	
MGI:96172	Hoxa11	homeobox A11	6		mesodermal cell fate specification			IDA		J:129070 	
MGI:96173	Hoxa13	homeobox A13	6		endothelial cell fate specification			IMP	MGI:2152356 	J:136953 	
MGI:96192	Hoxc10	homeobox C10	15		spinal cord motor neuron cell fate specification	happens in L1 vertebral cartilage condensation,results in a cell being specified to become motor neuron|happens in L2 vertebral cartilage condensation,results in a cell being specified to become motor neuron		IGI	MGI:96202 	J:130489 	
MGI:96202	Hoxd10	homeobox D10	2		spinal cord motor neuron cell fate specification	happens in L1 vertebral cartilage condensation|happens in L2 vertebral cartilage condensation		IGI	MGI:96192 	J:130489 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		neuron fate commitment			IMP		J:163127 	
MGI:96533	Ihh	Indian hedgehog	1		camera-type eye photoreceptor cell fate commitment			IMP	MGI:1934258 	J:139168 	
MGI:96533	Ihh	Indian hedgehog	1		cell fate specification			IBA	PTN001726121 	J:265628 	
MGI:96533	Ihh	Indian hedgehog	1		cell fate specification			IMP	MGI:1934258 	J:139168 	
MGI:96556	Il4	interleukin 4	11		T-helper 1 cell lineage commitment			IGI	MGI:103034 	J:165738 	
MGI:96559	Il6	interleukin 6	5		T-helper 17 cell lineage commitment			IDA		J:260609 	
MGI:96559	Il6	interleukin 6	5		T-helper 17 cell lineage commitment			IMP		J:115922 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		T-helper 17 cell lineage commitment			IDA		J:260609 	
MGI:96561	Il7	interleukin 7	3		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857652 	J:42039 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IBA	PTN000409283 	J:265628 	
MGI:1932410	Il23a	interleukin 23, alpha subunit p19	10		positive regulation of T-helper 17 cell lineage commitment			IDA		J:150655 	
MGI:1096873	Irf4	interferon regulatory factor 4	13		T-helper 17 cell lineage commitment			IMP		J:190118 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		cardiac cell fate determination	happens in embryo		IMP		J:158135 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		cardiac cell fate determination			ISO	P61371 	J:164563 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		neuron fate commitment	has the participant spinal cord,results in a cell's commitment to motor neuron		IGI	MGI:109156 	J:89755 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		neuron fate specification			IBA	PTN001197637 	J:265628 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		neuron fate specification			IMP		J:141110 	
MGI:101791	Isl1	ISL1 transcription factor, LIM/homeodomain	13		spinal cord motor neuron cell fate specification	happens in future spinal cord		IGI	MGI:102673 	J:152175 	
MGI:109156	Isl2	insulin related protein 2 (islet 2)	9		neuron fate commitment	has the participant spinal cord,results in a cell's commitment to motor neuron		IGI	MGI:101791 	J:89755 	
MGI:109156	Isl2	insulin related protein 2 (islet 2)	9		neuron fate commitment	has the participant spinal cord,results in a cell's commitment to motor neuron		IMP	MGI:3046260 	J:89755 	
MGI:109156	Isl2	insulin related protein 2 (islet 2)	9		neuron fate specification			IBA	PTN001197637 	J:265628 	
